Comment,Type of Comment
"المملكة العربية السعودية_ الرياض 
لقد قمت بالحجز في هذا الفندق عن طريق الانترنت و كانت ادارة الفندق متعاونة في انهاء اجرأت الحجز. و قد وجدت خدمة متميزة في هذا الفندق كما و ان غرف و اجنحة هذا الفندق تتسم بنظافتها . لذا فانني انصح زائري قطر خاصة من يسطحبون عوائلهم بالقامة بهذا الفندق.
",1
"فندق ممتاز 
الخدمة ممتازة ...الغرف نظيفة ومرتبة جدا... طاقم الاستقبال والمطعم ممتاز..... تقييمى انه يستحق 10/10 .
كما ان الموقع ممتاز .
",1
"سيء جدا 
بسم الله الرحمن الرحيم..الفندق سيء جدا!اولا مواقف السيارات قديمة وارضيتها محفره..واللوبي ايضا قديم وليس جيد..ونأتي للغرف!الغرف شيء ثاني..اولا ليست مثل الصور..ونظافه ليست ذاك الزود,والمفارش لا تهيء وايضا الارضية!والبلكونه ايضا غير نظيفه..والحمام تكرمون لا يوجد به شطاف او(رشاش)!لذا..انصح كل من رأى الصور ويريد الحجز بأن يكنسل حجزه نصيحه من مجرب!وانا انبه بعدم النظر للاشخاص الذين يقولون بأنه اجمل ما يكون..لانه غير صحيح,والفندق من الواضح انه قديم دا ربما له اكثر من 10 سنوات..ولا يوجد هدوء بالفندق بل عكس ذلك,والثلاجة مقفله وكما رأيت في بعض الردود يوجد بها خمور الله اعلم ولكن كفانا الله شرها وايضا موقعه!جدا سيء يوجد به كثير من العماله الاجنبيه!وجدا مزدحم..والروائح في الغرفه سيئه الفطور لا علم لي عنه للاسف تمنيت ان التقط له صوره لكي اعرض ا لكم,,أأسف على الاطاله.
",-1
"فندق مميز 
تعامل العاملين ممتازا والوجبات المقدمه لذيذة جدا , الغرف مريحة وواسعة  كانت غرفتنا واسعة جدا بحيث تمتعنا انا وعائلتي بالراحة فهنالك غرفة للنوم وغرفة لوس وصالة طعام بالاضافة الى الحمامين والمطبخ أعجبني الهدوء والنظافة  احسست كأنني في منزلي الموظفون رائعون وابتسامتهم الدائمة تشعرك بالراحة كذلك الفندق قريب من جميع الاماكن التي ترغب بزيارتها في دولة قطر  انصح به لمن يرغب السفر الى الدوحة اتمنى العودة مرة اخرى  أشكر لكم استقبالكم وحسن ضيافتكم وذوقكم
",1
"خدمات ٥ نجوم 
فعلاً توفقت أنا والعائلة في اختيار هذا الفندق المتميز بخدماته وموقعه وبتعامل موظفيه الراقي
أشكر جميع العاملين في هذا الفندق على حسن الاستقبال والخدمة
",1
"شكرا لاستضافتكم وحسن معاملتكم 
في هذا الفندق تشعر بالراحة لانه نظيف والطعام لذيذ لقد احببت هذا الفندق واتمنى النجاح الدائم واشكر كل طاقم العمل
",1
"جميل، جميل ، جميل 
كما ذكر الكثير من الزائرين حسن الاستقبال وسرعة الخدمة واللباقة هي العنوان ومع ذلك فأنني أطمح ان يكون على مستوى ارقى ان منجهة الخدمات او من جهة التميز مثلا اقامة جسور تواصل مع المطاعم واماكن الترفيه والمسابح ترسل باصات في عدة اوقات ولعدة مرات تأخذ الزبائن الى مكان تواجدهاوذلك بالاتفاق معكم ومع عدة فنادق طبعا تقديم العصير والقهوة عند حضور الزائر عند الدخول وتقديم صحن فواكه عند حجز الغرفة  اخيرا وليس اخرا هدية تذكارية من الفندق (علاقة مفاتيح او قلم او قبعة( نوعية جيدة)) تحمل اسم الفندق  لدي الكثير من الافكار ولكن الرسالة لا تتسع لذلك لكم من الله الرعاية والعناية والصحة ومني الدعاء بالتقدم والازدهار
",1
"انصح به بشده 
سكنا ليلتان في هذا الفندق في عيد الاضحى المبارك وتعليقي كالاتي .. بكل امانه ومصداقيه وشفافيه فندق يحوي من المرافق التي توفر الراحه والنظافه واحترافية التعامل والتعاون من قبل جميع الموظفين ويوفر ايضاءً خدمة النت واي فاي ومواقف السيارات وجميع المرافق المطلوبه وبنسبه للافطار : عباره عن بوفيه راقي يلبي جميع الاذواق المطلوبه ولا يفوتني في النهاية التعليق ان اشكر ادارة الفندق على اهتمامهم في خدمة زوار الفندق ..
",1
"أفضل إقامة للعوائل 
إذا أردت أن تبحث عن شقق عائلية فخمة فهنا سيكون الاختيار صائبا وكذلك السعر العادل فهو غير مرتفع تماما والموقع مميز جدا فهو في منطقة راقية ونظيفة وسهلة الوصول وبالقرب منه عدة فنادق مثل : دبليو ، كمبنسكي ، أسكوت ، سمرست .. واللوبي رااائع بمعنى الكلمة والاستقبال روعة والفندق تتوفر فيه مواقف سيارات ولديهم خدمة إيصال السيارة والإفطار لديهم منوع وبإمكانك أن تفطر على مطَل جميل وهادئ
",1
"Bad Hotel 
1- شقة 3 غرف نوم السعر مرتفع جداً 1600 في اليوم. 2- عندما وصلت كان هناك علبتين ماء للشاهي والقهوة لم يتم جديدها اليوم الثاني وعند سوالي لماذا ذكرو بأنها ضيافة اول يوم فقط وذا تبي أطلب بفلوس الصغيرة 15 ريال . 3- الشقة مستواها 3 نجوم الاسره صغيره مره الحمامات أعزكم الله قديمة . 4- فيه ابواب عليها مفاتيح وابواب ماعليها مما سبب لي مشكله مع الاطفال . 5- نعال الحمام اعزكم الله حق شخصين علما الشقة حقت 6 اشخاص . 6- المصاعد مشكله لحالها يعني أنتظار مايقارب 15 دقيقة الى 20 دقيقة وقت الزحمة وقت الركود 10 دقايق أنتظار لان النزلاء يستخدمونها وموظفين الفندق وحق الشنط علما بأنها 5 مصاعد . 11- الفطور جدا عادي . اخر الكلام الفندق حده 3 نجوم وانا أنغشيت فيه من الصور ومن التقييم المكتوب . 12 لا يوجد بجواره مطاعم او سوبرماركت اقرب شي كارفور داخل الستي سنتر يعني تبي شي وقف في المواقف ونزل يعني مشوار . 13- جنبه بناية جديده جيت متاخر يعني 12 باليل ولقيت الشارع مسكر وطريت أوقف السيارة براء المواقف لانه مسكر من قبل أصحاب العمارة الي يبنوها. 14 - حجزت الفندق لما جيتهم قلت بدفع كاش قالو بس المبلغ حق اول ليله سحب من البطاقة قلت رجعوه ووقعوني على اوراق ويوم طلعت كلمني واحد يتاكد أني أنا صاحب البطاقة زحمه مالها داعي جميع الفنادق تمسك مبلغ اول ليله تسوي عليه بلك ماتسحبه وبعد ما اوصل اذا دفعت كاش يفكون المبلغ وخلال 24 تقدر تستخدمه اما هذولا قالو 4 ايام عمل . اي شي تبيه في هالفندق بفلوس غير كذا عندهم تحت مقهى شيشه  ملاحظة : الحجز كان بتاريخ 30-01-2014 والى اليوم تاريخ 14-03-2014 لم يتم استرجاع المبلغ 1600 ريال في البطاقة الاتمانية  الفندق يماطل في إرجاع المبلع علماً تم الاتصال من قبل موظفي بوكنق ومن قبلي أنا ولا توجد فائدة  السبب بأني كتبت تعليق على صفحة بوكنق ابدي فيه رئي الخاص وعن إقامتي لديهم وعلى ضوء ذلك لم يتم أسترجاع المبلغ عقابا لي في إبداء الرئي  -----------------------------------------------------------------------------------------------------------
",-1
"أقامة متميزة 
لقد استضفنا في الفندق انا وزوجتي وكانت الاقامة جدا متميزة والغرفة مريحة جدا فيها جميع المستلزمات المطلوبة  مع العلم ان الغرفة التي مكثنا بها من الحجم الصغير كما أعلموننا لاننا كنا فقط فردين ومع ذلك كانت كبيرة وواسعة  وكانت الاسعار مناسبة جدا بالمقابلة مع الخدمات الموجودة داخل الفندق ... حيث أن الوجبات داخل المطعم كبيرة ولذيذة وبأسعار معقولة جدا ..... أنصح بتجربة الفندق ومن المؤكد سوف أقوم بزيارته مرة أخرى  حياكم الله
",1
"فندق متوسط لرجال الأعمال 
موقع جيد، وموظفون ودودن، وغرفة واسعة نظيفة، وحمام جيد ونظيف، وفطور عادي. وفيه موقف سيارات وبهو صغير لكنه مناسب للقاءات. لكن الفندق مكلف وهو أمر معتاد في الدوحة حيث يتقاضى فندق بثلاث نجمات ما يتقاضاه فندق خمس نجوم (وفق معايير مجلس التعاون الخليجي) هذا الفندق من مستوى ٥ نجوم كما يدعون، لكن المرافق والأجواء العامة بجودة ٣ نجوم أو ٤ على أقصى تقدير في أي دولة أخرى من دول مجلس التعاون الخليجي!!
",0
"النظافة و الهدوء و الامان 
الحقيقة اني اود شكر كل العاملين في هذه الشقق الرائعة و الجميلة على حسن استقبالهم و مساعدتهم للساكنين وخصوصا اخت شامية في خدمة العملاء اعتقد اسمها رنا او دانا ( اعتذر لها شخصيا عن عدم حفظ الاسم ) حيث تحاول دائما تذليل اي صعوبات او معوقات تعترض الساكن, كما اشكر الاخت الفلبينية كارلا وجميع العاملين لما وجدتة من تعامل و تفاني في محاولة ارضائي اتجاه اي شئ اطلبه. الفندق جميل و نظيف, هادئ ويقع في منطقة قريبة من الكورنيش و من سوق واقف و المنطقة الاثرية الجميلة . الحقيقة اني كنت امضي اجازاتي غالبا بين جدة و دبي بحكم اني اعيش في وسط الصحراء السعودية "" مدينة البدائع وسط منطقة القصيم "" ... لذا دائما احب الشواطئ بحكم اني من احباب البحر ! لكني الان سوف افضل الدوحة بديلا لها و السبب في ذلك نظافة المدينة ونظافة المكان هذه الشقق الجميلة ليبرتي ... فشكرا لاميرنا المحبوب حمد بن خليفة "" امير العرب "" على تحويله قطر من مدينة صغيرة و سيئة ... الى تحفة على كافة الاصعدة  للحق ... انصح الجميع بتجربة شقق ليبرتي و بأذن الله سوف تعيد التجربة >>> مثلي :)
",1
"عضوه دائمه للفندق 
للأمانه فندق ممتاز من نواحي عده و يتماشي مع التقاليد الاسلاميه و طاقم العمل بالكامل يشعرك بالجو العائلي و شكر خاص للسيد رامــي و الانسـه رنــيم و جميع طاقم العمل طول 24 في خدمتكم بما تحتاجون ... الغرف واسعه و جوها عائلي و نظافه و صيانه دائمه وموقعه بالوسـط و يتمتع بالامــانه و الأمـــن و مميز و كذلك الاكــل للامانه جــدا نظيف و حلو وكل زياره لي للدوحه لا بد ان اقيم وبلا تردد انصـــــــــــــح بالاقامه به ( اتمني عدم تغير الاسعار )
",1
"اقامة ممتعة 
الفندق في موقع ممتاز , طاقمه مميز بلباقته وتعامله المميز مع الزبائن , اقامتي كانت ممتعة عانيت قليلا في موضوع الاننرنت كونها بالكيبل ولكن و علمت انهم يحدثون الشبكة الى لاسلكي , بالجمال الفندق فخم ومريح وانصح به
",1
"فندق مميز 
و الذي يميزه لباقة و احترافية طاقم العمل من لحظة الوصول اليه و طوال فترة الاقامة تحاط بالاهتمام و الرعاية فانا ساكن فيه منذ سبعة اشهر و لم اشعر يوما باي تقصير في الحدمة او النظافة. فالنظافة بمستوى فنادق الخمس نجوم و انا سكنت بالكثير منها اثناء اسفاري العديدة. الاجنحة واسعة و مريحة و مفروشة بالكامل و فيها كل التسهيلات لراحة الساكن كما يوجد مطعم يقدم مأكولات خفيفة و لكن شهية جدا كما يوجد نادي رياضي لمن يريد بعض التمرين لاكتساب الصحة والنشاط. هذا و انا انوي البقاء فيه طول فترة اقامتي في قطر كما ان عائلتي اقاموا معي فيه اثناء قدومهم الى قطر في فترة الاعياد و كانوا مرتاحين جدا فهو يصلح للعائلات كما يصلح لرجال الاعمال و السواح لموقعه المتوسط لكل الاماكن التي يقصدها السائح و المقيم.
",1
"سعر مناسب، موقع ممتاز، وخدمة متميزة 
هذه إقامتي السادسة في هذا الفندق، الفندق رائع بكل ما تعنيه الكلمة وأنصح به بشدة. كثير هي الأشياء التي حازت على إعجابي، منها: المواقف المضللة في قبو الفندق، ورحابة الغرف وفساحتها، يوجد مطبخ مجهز بالكامل، الأسرة مريحة جداً، النظافة في أعلى مستوياتها، الموقع مناسب وسهل الوصول إليه، السعر قليل مقابل الخدمة المقدمة، وأخيراً وليس آخراً وأهم نقطة هي طاقم العمل ودود ومتساعد لأبعد درجة متصورة، أستغل هذه الفرصة لأشكرهم جميعاً وخصوصاً رنيم وإمام وكارلا.
",1
"اقامه رائعه 
بالفعل لقد كانت اقامه رائعه لمدة ثلاث ليالي فلقد كان الفندق ممتاز من حيث الموقع والتصميم ومساحة الغرف ,الحقيقه اكثر ما يميزه هو الموظفون الاكثر من رائعين واخص بالشكر سونيل,احمد ابراهيم ,بيوريتي
الخص تجربتي بان المكان مريح نفسيا لمن اراد النقاهه والابتعاد قليلا عن ضغوط العمل.
اتمنى ان ازور دبي قريبا وسوف اسكن في نفس الفندق ان شاء الله
",1
"ليش غالي وماكو خدمه 
لازم اثاث جديد والمطبخ غير نظيف والاواني غيرمنسقه ولا يوجد انترنت مجاني بالفندق حسافه الموقع ممتاز لكن شكل الفندق غير لائق وغالي وادوات المطبخ مستهلكه عالاخر وماكو تنظيف شامل للغرف العامل يمسح الارض ويرتب السرير ويمشي بدون اخراج كل الزباله وبالنسبه للحمام ماي الشاور تصريفه بطيئ وباب الحمام قديم وابواب الغرف كلها قديمه متكسره من تحت تنثر خشب
",-1
"قيمة عالية جداً وخدمات متميزة 
الخالدية هو قيمة كبيرة جداً، هذا بجانب الخدمات المتميزة التي يقدمها، كما أنه قريب من السوق. سوف أذهب إلى هذا المكان الرائع مجدداً عندما أقوم بزيارة دبي المرة القادمة. أتمنى أن تظلوا رائعين في عملكم! مع أطيب تحياتي، نبيل الصديق.
",1
"لا يتعاملون بشكل جيد مع النزيل 
ذهبت إلى الخالدية للشقق الفندقية للمرة الرابعة، وأعتقد أن الخدمة والصيانة في انحدار من زيارة إلى أخرى، كما أن المدير الهندي في الاستقبال سيء للغاية، ولا يتعامل بشكل جيد مع النزلاء العاديين، ولن أعود مجدداً إلى هناك.
",0
"رائع 
احببت هذا الفندق بصراحة احببته كثيراً رغم بساطتة لكني اقيمه بأعلى شئ وبدون مبالغات واشكر جميع العاملين فية وايضاً اعجبني لنضافته وخدماته المتميزة وشكراً على احترام العاملين الذي فية وهو فندق ممتاز وعلى قد الحال مع تحياتي
",1
"خدمات ممتازه ولكن جو كئيب 
خدمات ممتازه ولكن جو كئيب، فريق الخدمات على اتم استعداد لخدمتك، لكن يجب ان تحذر من خدمة الليموزين، تأكد من السعر الرسمي الموكتوب في الورقة، بعضهم يعطيك سعر واذا ركبت مع السواق يطلب منك سعر ثاني ويقول عمال الفندق مايعرفون السعر
",0
"موقع ووسائل راحة ممتازة 
لقد استمتعت حقا بإقامتي في هذا الفندق؛ نظرا لموقعه ووسائل الراحة المتاحة فيه. يمتاز الفندق بطاقم عمل جيد، ومطاعم كبيرة، وغرف واسعة مزودة بحمامات ضخمة، وحمام سباحة رائع على السطح. كما أن منطقة الاستقبال رائعة للاسترخاء أو الاجتماعات ... ولكن قد تغريك عربة الحلوى!
",1
"رحلة ذكرى لحديقة أم القوين 
كان الشعور كأننا في منطقة إقامة, مستوطنة أو وقت ترفيه هادئ و سلمي. لقد قضينا وقتنا ممتعا بالفعل هنالك, بالتأكيد معظم الطعام كان مصريا في الجوار لكنهم رتبوا أمر بعض الأكل الهندي. الفطور كان جيدا للغاية. كان لدينا المرور لحديقة اغا و وقت ممتع بشكل عام كان فندقا جيدا ليس فاخرا و لكن إقامة فخمة.
",0
"غير جيد 
مرض إن لم تكن لديك توقعات عالية أو إذا كنت مسافرا على عجالة (لكن سيكون مرتفع الثمن كثيرا لمسافر على عجالة بحقيبة ظهر). زرنا هذا المكإن باستعمال عرض من Livingsocial لكن لم يكن يكن عند توقعاتنا كما صوروه في موقعهم الإلكتروني. الإضاءة خافتة, أجهزة قديمة, نظام التكييف ضوضائي. زوجتي إنزعجت كثيرا من هذا الأمر و لم تمكث ولو الليلة.
",-1
"تقديم خدمة سيئة للعملاء 
أقمت لمدة يومين في 13 يناير. حيث إنني قد إنتقلت للتو من فندق مختلف، يمكنني رؤية موضع الاختلاف عندما يتعلق الأمر بخدمة العملاء. سجل زوجي وأنا بيانات الدخول وخرجنا لزيارة الأماكن السياحية. وعندما رجعنا في وقت متأخر من الليل ودخلنا إلي المصعد, أوقفنا من قبل موظف أفريقي من طاقم الاستقبال وطلب منا أن نذهب إلى البهو دون حتى التحقق من ما إذا كنا نزلاء أم لا. لم يقدم حتى اعتذاره عند تحققه فيما بعد أنه ارتكب خطأ. كان هذا مجرد أحد هذه الخدمات المميزة. حاول زوجي استخدام المنتجع الصحي الذي كان جيدا. تتم المحافظة جيدا على الغرف ولكن كانت هناك رائحة متعفنة حين أصبح الحمام رطبا. إن الغرف لا تعرض أي إطلاله حيث أن الفندق يقع بجوار الطريق تماما. يستطيع المرء الذهاب إلى منطقة ديرة سبتي سنتر للتسوق وتناول بعض الطعام الجيد. على أي حال أردت فقط مغادرة الفندق في أقرب وقت ممكن لذلك مكثت هنا فقط للنوم. لقد أبديت ملاحظاتي للسيدة المديرة المناوبة. امل أن يفعل الموظفون شيئا بشأن خدمة العملاء في أقرب وقت ممكن لأنهم يمكن أن ينتهي بهم المطاف بفقدان العديد من العملاء مثلنا.
",-1
"فندق راق 
مكان متوسط للإقامة. عندما جرى تسجيل الدخول في الصباح، كان السقف خارج الغرفة يسرب وبعدها بدأ سقف المغسلة في التسريب أيضًا. تغيير الغرفة أخذ من الإدارة بعض الوقت.. ولكنهم فعلوا ذلك دون أية متاعب. وفي الحقيقة قاموا برفع مستوى الغرفة لتعويض ذلك. كان الإفطار جيدًا وكان الطاقم مهذبًا وعلى خلق. وعلى الرغم من بعد الفندق عن المدينة بعض الشيء لكن المترو يصله بها جيدًا. الفندق قريب من المطار... حوالي خمس إلى عشر دقائق بالسيارة. وبشكل عام هو مكان راق.. لكن إن كنت في قلب المدينة فلن تحصل على مثل ذلك.
",0
"غرف فسيحة ونظيفة في قلب ديرة 
وصلت إلى دبي حوالي الساعة 3 صباحًا وأخبروني أن الغرفة التي حجزتها بالقرب من الفندق قد تم شغلها بعد رحلة 8 ساعات من لاجوس. ولذلك انتقلنا إلى أجنحة ديرة لقضاء يومين هناك. كان الفندق رائع جدا مع غرف فسيحة كبيرة (تحديدا 3 غرف) وغرفة جلوس كبيرة وتلفزيونات بلازما في جميع الغرف وحمام كبير جدا ومطبخ وشرفات مع مناظر رائعة من المدينة. وفي الاستقبال كانت هناك كوبونات خصم توزع لأماكن مختلفة مثل وايلد وادي وسكاي دبي على سبيل المثال لا الحصر. ولست متأكدا تماما مما إذا كان هناك مطعم فقد كنت أتناول طعامي دائما في المدينة ولكن حمام السباحة كان نظيف جدا. ونظرا لموقعها المركزي، فمن السهل جدا العثور على سيارات أجرة. وقد كانت تجربة لا تنسى بحق في الفندق.
",1
"إقامة ممتعة للغاية 
وقفة سريعة في دبي في منتصف طريقنا إلى جنوب إفريقيا. كان الطاقم ودودًا ومرحابًا، وقد أقمنا خمسة أيام. عرض النادي المميز والذي أسعدنا للغاية. بغض النظر عن بعض أعمال البناء البسيطة في المدخل، مثل الدهانات وخلافه، ولكن ذلك لم يكن مشكلة. الموقع جيد، قريب من محطة المترو فقط 10 دقائق مشي من الفندق. أوصي بشراء رسم دخول يومي، فالبوفيه المفتوح به تشكيلة رائعة من الإفطار الرائع. قد أنزل هنا مجددًا.
",1
"إقامة لطيفة 
نظيف ومرتب. توجد البارات والمطاعم في الموقع. يجاور مكان التسوق المحلي. فريق الموظفين كان خدوماً ومؤدباً. لقد مكثنا في جناح خاص به حمام فيه حمامين. الحمام المشترك كان صغيراً. الإفطار كان في غرفة خاصة مشتمل على سعر الغرفة. الإفطار كان يشمل عدد كبير ومتنوع من الأطعمة يشمل البيض المطبوخ حسب الطلب. تقدم الغرفة الخاصة أيضاً المشروبات والوجبات الخفيفة حتى 5 مساءاً ثم من 6-8. لقد قدموا جولة سعيدة. تتاح خدمة الإنترنت اللاسلكي في الغرفة بتكلفة إضافية ومتاح في الصالة مجاناً. يوجد حمام السباحة على السطح ومغطس ساخن. كان المنتجع الصحي يعرض مساج بسعر خاص بالقرب من حوض السباحة. كنا في الطابق الثاني ولم يكن لدينا منظر للغرفة. أما الطوابق العليا فتطل على منظر للمدينة. في المجمل كانت تجربة رائعة جداً.
",1
"إقامة ممتعة 
حجزنا للإقامة لثلاث ليال في هذا الفندق الصغير المتواضع، وللفندق مدخل صغير ولكن تم استقبالنا بترحيب كبير. ولقد حجزنا هنا لأن أصدقاؤنا يقيمون هنا بصورة منتظمة، وهو فندق عبارة عن شقة أربع نجوم الفندق، ديكور جيد وخدمة جيدة ومكان جميل للإقامة. كانت هناك صالة كبيرة في الغرفة وغرفتين نوم كبيرتين وحمامين ومطبخ كبير مع ثلاجة كبيرة. وكان المكان جميل للإقامة ومن السهل جدا الوصول إلى المناطق الرئيسية وكانت تكلفة ركوب سيارة أجرة من دبي مول إلى المكان 10 جنيهًا إسترلينيًا. لم يكن المكان مبالغ فيه ولكن الإقامة كانت جيدة جدا وخدمة يومية جيدة.
",1
"لطيف ولكن ليس مدهشاً 
لقد أقمت في الفندق لليلة قبل رحلة الطيران ولكني ذهلت. كان ديكور الغرفة قديماً قليلاً، ولكن كانت نظيفة ومرتبة. كان في الحمام بعض المشكلات، لقد حاولت بضعة مرات أن اجعل السيفون يرش ماءاً وكان الشفاط يسحب الماء ببطء شديد. كانوا يتقاضون أجراً على الإنترنت وهذا كان أمراً مزعجاً وعلى ما يبدو ليس هناك إنترنت لاسلكي (أو على الأقل تليفوني لم يلتقط أي شبكة.) كذلك يتصلوا بي لايقاظي كما طلبت منهم ذلك ولكن لحسن الحظ كنت قد ضبط منبهي. لم يكن هناك أي نوع من محلات الهدايا في الفندق، حيث أنني أحب أن اشتري بضعة أشياء رخيصة من الفندق. لقد اشاروا على بمحل مظهره رخيص عبر الشارع، والذي رفضت زيارته. بالإضافة إلى إنني كنت متعباً من أن اتصل بمكتب الاستعلامات لاخبارهم عن مشكلاتي، وهذا كان خطئي.
",0
"يساوي القيمة المالية بشكل رائع 
أردنا قضاء عطلة نهاية أسبوع بعيداً عن أبو ظبي و حصلنا على عرض قسيمة ممتاز لنجوم، متضمناً الإفطار و الغداء. تقع الشقق في منطقة ديرة في دبي، و لكنها بالتأكيد في حدود مسافة الإنتقال - بدون أن تكون غالية الثمن بشكل كبير - من معظم الأماكن التي قد ترغب بزيارتها. كما أنه أيضاً مباشرة بجوار مركز تسوق صغير به سوبر ماركت، لذا إذا كنت مقيماً لفترة طويلة يمكنك أن تتزود بالمؤن من هنا. بأمانة هذا ما سأفعلة، حيث أن الطعام - بالرغم من كونه لذيذاً - متشابه قليلاً. و هذا بأي حال، هو الشيء الوحيد الذي أستطيع نقده. عائلتي المُكَوَنة من بالغان و طفلان ناسبها المكان مع وجود الكثير من المساحة الفائضة، في شقة بفراش واحد. الشقق نظيفة و منسقة جيداً، و العاملون هم على الأرجح أكثر من قابلناهم مجاملة - و نحن نسافر كثيراً جداً. كانوا مؤدبين، دمثين الأخلاق و عندما طلبنا منهم أي شيء (مناشف إضافية و ما إلى ذلك) كانوا يحضرونه للغرفة في خلال 10 دقائق. كما أنهم إِحتَرَموا لافتة عدم الإزعاج - بالإتصال تليفوناً بغرفتنا للإستئذان من إمكانية تسليم مجفف للشعر. و هذا شيء يفوت تقريبا معظم فنادق أبو ظبي التي مكثت بها من قبل. حظينا بعطلة نهاية أسبوع رائعة، الصالة الرياضية ضخمة، و حمام السباحة أكثر من ملائم. الموقع مناسب، و هناك وفرة من سيارات الأجرة المتاحة مباشرة خارج باب الفندق. و عندهم أيضاً موقف مجاني تحت الأرض.... تقريباً لم يسمع به أحد في دبي!!! عموماً كانت عطلة نهاية أسبوع خيالية، ولن أتردد في الإقامة هناك مجدداً.
",1
"غرف ذات قيمة جيدة 
جعلنا موظف الاستقبال ننتظر جوازات سفرنا إلى حين الانتهاء من نسخها لمدة نصف ساعة. كان علينا أن نسأله لماذا هذا الوقت الطويل، وكان الرد أنه سينتهي منها قريباً. كما كان علي أن أصر أن يقوم بنسخ الأوراق بسرعة وإلا غادرت فوراً. إنه أطول تسجيل لتاريخ الوصول رأيته في أي من رحلاتي. الشقة كانت فسيحة، وبها مطبخ مجهز بالكامل، كما كان يوجد حجرتين مريحتين للنوم. أما دورات المياه كانت تحتاج إلى أن تُجفف جيداً. بلاط الدُش كان متعفناً. الفوط فكانت بحاجة إلى تغيير لأنها كانت بالية. الإفطار كان دائماً متنوعاً، والخدمة ممتازة. بشكل إجمالي، كانت إقامة جميلة. لكن، إذا أردت أن تتواجد في ضواحي دبي، سوف تحتاج إلى تاكسي لتستقله إلى هناك. إن هذا المكان مثالياً لرجال الأعمال الذين يحتاجون إلى التواجد في مركز المدينة.
",0
"منشأة جيدة في موقع مركزي 
مكثت أنا وعائلتي في هذا الفندق لبضعة أيام في الأسبوع الماضي. إنه يقع في قسم الديرة بدبي لذلك فإن موقعه مركزي ذلك للراغبين أن يكونوا قريبين من معالم دبي القديمة، على سبيل المثال، سوق الذهب، خور دبي وسوق بر (ويسمى أيضا السوق القديم). يقع المدخل الرئيسي للفندق في أحد الشوارع الجانبية لذلك فإن المدخل ليس بارزا جدا ولكن معظم سائقي سيارات الأجرة التي استخدمناها يعلمون مكإن العثور عليه. إن موظفي ماريوت مدربين تدريبا جيدا و ودودين في جميع أنحاء الفندق. هناك عدد من المطاعم والبارات في الفندق ولكن جميعها أماكن ذات تكلفة عالية نسبيا (وخاصة البارات). يقع الفندق ليس بعيدا عن جو الطيران الخاص بمطار دبي المزدحم ولكن الغرف هادئة للغاية بسبب النوافذ المثبتة الفعالة المانعة للصوت. كانت الوسائد في الغرف الثلاثة التي أقامت بها عائلتي رهيبة بصورة موحدة (مسطحة وبلا حياة) والأسرة ربما كانت ""الحجم الملكي"" ولكنها ليست الأسرة ذات الحجم الأمريكي الملكي. من جهة أخرى، كانت حمامات ممتازة. تستخدم بالغرف المفاتيح الإلكترونية وكان علي النزول إلى مكتب الاستقبال أربع مرات خلال 10 أيام للحصول على مفاتيح جديدة لأن رمز مفتاحي قد إنقضت صلاحيته بشكل ما. إن مناديل الوجه الورقية المستخدمة رخيصة الثمن وذات حجم دون المستوى المطلوب وحاويات القمامة ذات الوجه العلوي داخل الحمام لا تعمل كما ينبغي. وهذا الفندق يقع في موقع مشترك مع منطقة تسوق عادية ولكن ذلك المكان ذا حال بائس لا يبدو مشغولا على الإطلاق . إذا, مثلي، استطاع الزائر الحصول على تصنيف تجاري لائق لهذا الفندق، فإنه يصبح مكانا جيدا للإقامة في دبي. إذا لم يكن التصنيف التجاري متوفرا, فإنني لن أدفع السعر الكامل المعلن لهذا الفندق بغض النظر عن مدى جودته.
",1
"فندق جميل قريب من المطار 
وصلنا إلى الفندق ليلًا كما يحدث في كثير من الأحيان في دبي. وقمنا بحجز ليلة كاملة، وكانت الغرفة متاحة على الفور. أنه من الجيد أن هناك العديد من المطاعم من أسماء معروفة في العالم. بحيث يمكنك التنويع في وجبات العشاء الخاصة بك دون مغادرة الفندق. بالطبع كان هناك أيضا مطعم تابع إلى الفندق، والذي لم يكن سيئا على الإطلاق. كما لم نواجه أي مشكلة في تسجيل المغادرة في وقت متأخر.
",1
